# 1.6S (Up to date)
# 748 data points written for 19 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Acceleration to the East (m/s²),Acceleration to the North (m/s²),X body acceleration (m/s²),Y body acceleration (m/s²),Z body acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral direction (°),Lateral velocity (m/s),Roll rate (Z) (°/s),Pitch rate (Y) (°/s),Yaw rate (X) (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
28.541,61.64,-88.324,88.324,-1.208,0.525,0.002,-0.499,0.001,1.219,78.653,0.057,89.959,0.249,-1.349e-5,0.319,-0.008,-88.735,89.937
28.59,57.369,-88.382,88.382,-1.201,0.214,0.001,-0.189,0.001,1.206,78.642,0.057,89.959,0.228,-1.786e-5,3.703,-0.007,-88.84,89.933
28.64,52.948,-88.442,88.442,-1.199,-0.488,-9.225e-4,0.508,-4.166e-4,1.191,78.63,0.057,89.959,0.236,-1.783e-5,-3.716,-0.003,-89.042,89.956
28.69,48.525,-88.502,88.502,-1.187,-0.814,-0.002,0.832,-8.591e-4,1.175,78.617,0.057,89.959,0.271,-1.901e-5,-0.3,5.308e-4,-89.149,89.968
28.738,44.21,-88.559,88.56,-1.166,-0.336,-4.124e-4,0.354,-6.464e-5,1.161,78.603,0.057,89.958,0.301,-1.423e-5,2.587,0.005,-89.081,89.951
28.788,39.78,-88.617,88.617,-1.141,0.249,0.002,-0.228,0.002,1.145,78.588,0.057,89.958,0.302,-1.548e-5,-1.853,-0.003,-88.957,89.924
28.838,35.348,-88.674,88.674,-1.128,0.141,0.002,-0.12,0.001,1.13,78.573,0.057,89.958,0.289,-1.456e-5,0.536,0.008,-88.928,89.927
28.888,30.913,-88.73,88.73,-1.119,-0.203,-0.001,0.223,-0.001,1.115,78.559,0.057,89.958,0.291,-1.353e-5,-1.177,0.007,-88.979,89.965
28.938,26.475,-88.785,88.786,-1.108,-0.425,-0.003,0.444,-0.002,1.101,78.544,0.057,89.958,0.308,-1.512e-5,-0.03,-0.004,-89.013,89.991
28.988,22.034,-88.84,88.841,-1.089,-0.164,-0.002,0.183,-0.002,1.086,78.528,0.057,89.958,0.324,-1.372e-5,1.087,-0.112,-88.98,89.987
29.038,17.591,-88.894,88.895,-1.072,-0.015,-0.001,0.035,-0.001,1.071,78.512,0.057,89.958,0.327,-1.343e-5,-0.559,-0.01,-88.936,89.976
29.088,13.145,-88.948,88.948,-1.057,0.04,3.776e-5,-0.02,3.803e-6,1.057,78.496,0.057,89.958,0.326,-1.16e-5,0.403,-0.007,-88.931,89.961
29.138,8.696,-89,89.001,-1.043,0.014,0.001,0.005,0.001,1.043,78.479,0.057,89.958,0.325,-1.262e-5,1.478,-0.016,-88.979,89.943
29.188,4.245,-89.052,89.053,-1.035,-0.313,0.002,0.33,0.002,1.029,78.463,0.058,89.958,0.331,-1.236e-5,-1.524,-0.015,-89.062,89.925
# Event GROUND_HIT occurred at t=29.238 seconds
# Event SIMULATION_END occurred at t=29.238 seconds
29.238,-0.209,-89.103,89.104,-1.023,-0.452,7.979e-4,0.468,0.001,1.016,78.446,0.058,89.958,0.352,-1.51e-5,0.151,-0.007,-89.099,89.934
